researcher_name,avg_goodness_per_row,volume,row_count
Akhil Upadhyay,0.137858,10.0,100
Arindam Biswas,0.161697,10.0,100
Ashwani Kumar Sharma,0.141804,10.0,100
Avlokita Agrawal,0.137042,10.0,100
Bijan Choudhury,0.115345,10.0,100
Debabrata Sircar,0.115924,10.0,100
Deepak Sharma,0.11642,10.0,100
E Rajasekar,0.125153,10.0,100
Gaurav Raheja,0.129314,10.0,100
Harsh Chauhan,0.120202,10.0,100
Harshit Sosan Lakra,0.17793,10.0,100
Jaydev Dabas,0.118243,10.0,100
Jitin Singla,0.129321,10.0,100
Krishna Mohan Poluri,0.118169,10.0,100
Mahua Mukherjee,0.139713,10.0,100
Maya S.Nair,0.121652,10.0,100
Millie Pant,0.129572,10.0,100
N K Navani,0.11623,10.0,100
P Gopinath,0.114997,10.0,100
Partha Roy,0.127126,10.0,100
Poonam Choudhary,0.162659,10.0,100
Prabhat Kumar Mandal,0.125359,10.0,100
Prabhjot Singh Chani,0.12563,10.0,100
Pranita P Sarangi,0.114035,10.0,100
Pravindra Kumar,0.118025,10.0,100
Prince Tiwari,0.129198,10.0,100
R. P. Singh,0.118744,10.0,100
Rajan Arora,0.115926,10.0,100
Rajesh Kumar,0.122259,10.0,100
Ram Sateesh Pasupuleti,0.117633,10.0,100
Ramasare Prasad,0.131807,10.0,100
Ranjana Pathania,0.120731,10.0,100
Sachin Suresh Tiwari,0.120211,10.0,100
Sanjoy Ghosh,0.122724,10.0,100
Saptarshi Kolay,0.133019,10.0,100
Saugata Hazra,0.119422,10.0,100
Shailly Tomar,0.119806,10.0,100
Shri Ram Yadav,0.121667,10.0,100
Shubhajit Sadhukhan,0.118616,10.0,100
Smriti Saraswat,0.131655,10.0,100
Soma Rohatgi,0.111019,10.0,100
Sonal Atreya,0.122649,10.0,100
Srinivas Kiran Ambatipudi,0.117687,10.0,100
Tina Pujara,0.12085,10.0,100
Uttam Kumar Roy,0.128242,10.0,100
V Devadas,0.126954,10.0,100
