researcher_name,avg_goodness_per_row,volume,row_count
Akhil Upadhyay,0.509328,10.0,100
Arindam Biswas,0.479624,10.0,100
Ashwani Kumar Sharma,0.467354,10.0,100
Avlokita Agrawal,0.488453,10.0,100
Bijan Choudhury,0.500399,10.0,100
Debabrata Sircar,0.489928,10.0,100
Deepak Sharma,0.498948,10.0,100
E Rajasekar,0.503266,10.0,100
Gaurav Raheja,0.502183,10.0,100
Harsh Chauhan,0.47598,10.0,100
Harshit Sosan Lakra,0.541641,10.0,100
Jaydev Dabas,0.475341,10.0,100
Jitin Singla,0.465254,10.0,100
Krishna Mohan Poluri,0.485901,10.0,100
Mahua Mukherjee,0.520203,10.0,100
Maya S.Nair,0.487694,10.0,100
Millie Pant,0.500722,10.0,100
N K Navani,0.495326,10.0,100
P Gopinath,0.48063,10.0,100
Partha Roy,0.489051,10.0,100
Poonam Choudhary,0.494397,10.0,100
Prabhat Kumar Mandal,0.474886,10.0,100
Prabhjot Singh Chani,0.507321,10.0,100
Pranita P Sarangi,0.461558,10.0,100
Pravindra Kumar,0.487281,10.0,100
Prince Tiwari,0.492579,10.0,100
R. P. Singh,0.481392,10.0,100
Rajan Arora,0.48509,10.0,100
Rajesh Kumar,0.543501,10.0,100
Ram Sateesh Pasupuleti,0.490431,10.0,100
Ramasare Prasad,0.492059,10.0,100
Ranjana Pathania,0.481352,10.0,100
Sachin Suresh Tiwari,0.485837,10.0,100
Sanjoy Ghosh,0.494296,10.0,100
Saptarshi Kolay,0.481932,10.0,100
Saugata Hazra,0.49469,10.0,100
Shailly Tomar,0.47769,10.0,100
Shri Ram Yadav,0.486957,10.0,100
Shubhajit Sadhukhan,0.475073,10.0,100
Smriti Saraswat,0.479238,10.0,100
Soma Rohatgi,0.55351,10.0,100
Sonal Atreya,0.482058,10.0,100
Srinivas Kiran Ambatipudi,0.450792,10.0,100
Tina Pujara,0.491704,10.0,100
Uttam Kumar Roy,0.498445,10.0,100
V Devadas,0.496814,10.0,100
