researcher_name,avg_goodness_per_row,volume,row_count
"Lessner , Susan M.",0.087394,10.0,434
"Lewis, Jeremy ",0.086984,10.0,434
"Li, Chen ",0.086421,10.0,434
"Liu, Chang",0.087166,10.0,434
"Loiselle, Val",0.08746,10.0,434
"Luo, Lannan ",0.087085,10.0,434
"Lyons, Jed ",0.087157,10.0,434
"Mandal, Krishna",0.087748,10.0,434
"Matolak, David",0.086416,10.0,434
"Matta, Fabio",0.086968,10.0,434
"Matthews, Catherine",0.087736,10.0,434
"Matthews, Manton M",0.087287,10.0,434
"Matthews, Michael A.",0.086599,10.0,434
"McAnally, A. Steve",0.086475,10.0,434
"McCants, Dale ",0.087772,10.0,434
"McNeill, Stephen ",0.087057,10.0,434
"Meekins, Benjamin H.",0.086415,10.0,434
"Mobli, Mostafa",0.087132,10.0,434
"Monnier, John R.",0.087064,10.0,434
"Morehouse, Jeff ",0.086889,10.0,434
"Moss, Melissa Ann",0.087256,10.0,434
"Mullen, Robert L",0.087149,10.0,434
"Mustain, William E",0.087535,10.0,434
"Nelakuditi, Srihari",0.087055,10.0,434
"Nezhad, Cyrus Riahi",0.08678,10.0,434
"O'Kane, Jason",0.088641,10.0,434
"O'Reilly, James",0.08777,10.0,434
"Ortiz-Hernandez, Ivelisse",0.087677,10.0,434
"Pain, Christopher C.",0.087218,10.0,434
"Patel, Chandrashekhar",0.087242,10.0,434
"Paul, Titan C.",0.08642,10.0,434
"Peters, Wally ",0.087224,10.0,434
"Plante, Portia",0.08773,10.0,434
"Popov, Branko N.",0.08748,10.0,434
"Potts, Jay",0.087921,10.0,434
"Qian, Yu",0.087602,10.0,434
"Ranson, Bill ",0.087592,10.0,434
"Regalbuto, John R.",0.086846,10.0,434
"Regan, Elizabeth A.",0.086898,10.0,434
"Reifsnider, Kenneth ",0.087517,10.0,434
"Rekleitis, Ioannis",0.088004,10.0,434
"Reynolds, Tony ",0.08612,10.0,434
"Rhodes, Curtis ",0.087001,10.0,434
"Ritter, James A.",0.087355,10.0,434
"Rizos, Dimitris",0.087408,10.0,434
"Roberts, Elwyn",0.086908,10.0,434
"Roberts, Kenneth L",0.086876,10.0,434
"Rocheleau, David ",0.087169,10.0,434
"Rose, John R. ",0.087166,10.0,434
"Sabalowsky, Andrew",0.086241,10.0,434
"Sadati, Monirosadat (Sanaz)",0.087209,10.0,434
"Sahin, Alphan ",0.087169,10.0,434
"Santi, Enrico",0.086248,10.0,434
"Sasanakul, Inthuorn",0.088114,10.0,434
"Schooley, Benjamin",0.088074,10.0,434
"Shazly, Tarek ",0.086826,10.0,434
"Shepherd, Jeremiah",0.087321,10.0,434
"Sheth, Amit",0.085841,10.0,434
"Shimpalee, Sirivatch",0.087396,10.0,434
"Simin, Grigory",0.086619,10.0,434
"Smoak, Wilson",0.087276,10.0,434
"Sockalingam, Subramani ",0.087114,10.0,434
"Spinale, Frank G.",0.086795,10.0,434
"Srivastava, Biplav",0.087313,10.0,434
"Stanford, Thomas G.",0.087031,10.0,434
"Stiffler, Nick",0.088122,10.0,434
"Sudarshan, Tangali S.",0.087128,10.0,434
"Summers, Bill ",0.086919,10.0,434
"Sur, Sanjib ",0.087151,10.0,434
"Sutton, Michael",0.086791,10.0,434
"Taheri-Qazvini, Nader ",0.086707,10.0,434
"Tan, Wenbin",0.087579,10.0,434
"Tang, Chuanbing",0.087365,10.0,434
"Tang, Jijun",0.087177,10.0,434
"Thatcher, Matt E. ",0.087137,10.0,434
"Tong, Yan",0.087423,10.0,434
"Tooren, Michel  van",0.086498,10.0,434
"Uline, Mark J.",0.087456,10.0,434
"Valafar, Homayoun",0.088141,10.0,434
"Valtorta, Marco",0.087665,10.0,434
"Van Brunt, Vincent",0.086409,10.0,434
"Vargas, Juan",0.087229,10.0,434
"Vidal, Jose M. ",0.087147,10.0,434
"Viparelli, Enrica",0.087742,10.0,434
"Vitzilaios, Nikolaos (Nikos)",0.087343,10.0,434
"Vogt, Thomas",0.087569,10.0,434
"Wang, Guiren",0.087054,10.0,434
"Wang, Guoan",0.086695,10.0,434
"Wang, Song",0.086467,10.0,434
"Wang, Xiaofeng",0.08784,10.0,434
"Wang, Yi",0.087892,10.0,434
"Wei, Xiaojun",0.087307,10.0,434
"Wells, James R.",0.087143,10.0,434
"White, Ralph E.",0.086577,10.0,434
"Williams, Christopher",0.087569,10.0,434
"Won, Sang Hee",0.087307,10.0,434
"Wu, Dezhi",0.087458,10.0,434
"Xu, Songhua",0.08754,10.0,434
"Xue, Xingjian (Chris) ",0.086403,10.0,434
"Yoon, Yeomin",0.087581,10.0,434
"Yu, Lingyu ",0.087832,10.0,434
"Yuan, Lang",0.086751,10.0,434
"Zand, Ramtin",0.087091,10.0,434
"Zhang, Bin",0.087114,10.0,434
"Zhang, Qi",0.087471,10.0,434
"Zhou, Caizhi",0.08745,10.0,434
"Ziehl, Paul",0.087849,10.0,434
