researcher_name,avg_goodness_per_row,volume,row_count
"Agostinelli, Forest",0.087022,10.0,434
"Ahmad, Iftikhar",0.087945,10.0,434
"Alexeev, Oleg S.",0.087987,10.0,434
"Ali, Mohammod",0.087972,10.0,434
"Ammal, Salai C.",0.086863,10.0,434
"Bakos, Jason D. ",0.086859,10.0,434
"Banerjee, Sourav ",0.087016,10.0,434
"Bayat, Mahmoud",0.087446,10.0,434
"Bayoumi, Abdel-Moez E. ",0.087216,10.0,434
"Benigni, Andrea",0.087187,10.0,434
"Berge, Nicole D.",0.087036,10.0,434
"Besmann, Theodore  M.",0.087489,10.0,434
"Bischoff, Jeff ",0.086999,10.0,434
"Blanchette, James  Otto",0.087414,10.0,434
"Boltin, Nicholas D.",0.08717,10.0,434
"Booth, Kristen",0.087851,10.0,434
"Brookshire, Robert G., Ph.D.",0.087152,10.0,434
"Broughton, Earnie",0.087455,10.0,434
"Buell, Duncan A.",0.087851,10.0,434
"Caicedo, Juan",0.087325,10.0,434
"Carrilho, Leo ",0.086974,10.0,434
"Carver, Wayne",0.086789,10.0,434
"Chandrashekhar, MVS",0.087218,10.0,434
"Chao, Yuh J. ",0.08752,10.0,434
"Chaudhry, Hanif",0.086499,10.0,434
"Chen, Fanglin (Frank)",0.087214,10.0,434
"Chen, Yinchao",0.087451,10.0,434
"Chen, Yuche",0.087967,10.0,434
"Cheng, Xu",0.086889,10.0,434
"Cole, Casey",0.087359,10.0,434
"Coman, Paul",0.087526,10.0,434
"Crichigno, Jorge",0.087175,10.0,434
"Cui, Taixing",0.088359,10.0,434
"De Backer, Wout",0.087636,10.0,434
"Deng, Xiaomin ",0.087128,10.0,434
"Devereux, Emily",0.087869,10.0,434
"Dillon, Anthony L",0.086969,10.0,434
"Dougal, Roger A.",0.087229,10.0,434
"Downey, Austin",0.08755,10.0,434
"Dryer, Frederick  L. ",0.087301,10.0,434
"Eastman, Caroline M. ",0.087628,10.0,434
"Eberth, John F.",0.087651,10.0,434
"Ebner, Armin D.",0.087734,10.0,434
"Eslambolchi Moghadam, Sara",0.087608,10.0,434
"Fan, Daping",0.08708,10.0,434
"Farkas, Csilla ",0.086862,10.0,434
"Farouk, Tanvir   I.",0.087759,10.0,434
"Fenner, Stephen A. ",0.087172,10.0,434
"Fiedler, Kirk",0.087874,10.0,434
"Flora, Joseph",0.086737,10.0,434
"Gadala-Maria, Francis",0.086137,10.0,434
"Gassman, Sarah",0.087402,10.0,434
"Gatzke, Edward P.",0.086915,10.0,434
"Gerdes, Jr., John H.",0.087097,10.0,434
"Gholizadeh, Sona",0.0872,10.0,434
"Gibbons, Joseph H.",0.08693,10.0,434
"Ginn, Herbert L.",0.087494,10.0,434
"Giurgiutiu (Jurjutzu), Victor",0.0872,10.0,434
"Glenn Jr., Odell",0.087118,10.0,434
"Goharian, Erfan",0.086809,10.0,434
"Gower, R. Michael",0.088602,10.0,434
"Gray, Joshua",0.087457,10.0,434
"Gross, Andrew J.",0.086973,10.0,434
"Gumina, Sharon",0.087582,10.0,434
"Gürdal, Zafer ",0.087849,10.0,434
"Haj-Hariri, Hossein ",0.087719,10.0,434
"Harik, Ramy",0.086861,10.0,434
"Henrich, Silke",0.087716,10.0,434
"Heyden, Andreas",0.08771,10.0,434
"Hikmet, Neset",0.087313,10.0,434
"Hoque, Shamia",0.087429,10.0,434
"Hu, Jianjun",0.087287,10.0,434
"Hu, Ming",0.086556,10.0,434
"Huang, Chin-Tser",0.087725,10.0,434
"Huang, Kevin ",0.087435,10.0,434
"Huang, Xinyu ",0.087474,10.0,434
"Huhns, Michael N.",0.087438,10.0,434
"Humphries, Wilfred Kenneth",0.087062,10.0,434
"Huray, Paul G.",0.087069,10.0,434
"Huynh, Nathan",0.087408,10.0,434
"Imran, Jasim",0.087199,10.0,434
"Jabbari, Esmaiel",0.087556,10.0,434
"Jabbarzadeh, Ehsan",0.086866,10.0,434
"Jalilvand, Golareh",0.086918,10.0,434
"Jamshidi, Pooyan ",0.086375,10.0,434
"Kanapala, Neema ",0.087831,10.0,434
"Karakalos, Stavros G.",0.087168,10.0,434
"Karakchi, Rasha",0.087281,10.0,434
"Khan, Asif",0.085956,10.0,434
"Khan, Jamil   A.",0.086893,10.0,434
"Kidane, Addis ",0.086069,10.0,434
"Knight, Travis W.",0.08733,10.0,434
"Koppel, Tarmo",0.087402,10.0,434
"Lauterbach, Jochen",0.086359,10.0,434
"Lee, Dongkyu",0.087569,10.0,434
