researcher_name,avg_goodness_per_row,volume,row_count
"Agostinelli, Forest",0.61812,5.541667,432
"Ahmad, Iftikhar",0.618062,5.5625,432
"Alexeev, Oleg S.",0.617269,5.564815,432
"Ali, Mohammod",0.614811,5.537037,432
"Ammal, Salai C.",0.619543,5.578704,432
"Bakos, Jason D. ",0.618872,5.569444,432
"Banerjee, Sourav ",0.61747,5.578704,432
"Bayat, Mahmoud",0.618234,5.553241,432
"Bayoumi, Abdel-Moez E. ",0.614627,5.550926,432
"Benigni, Andrea",0.619227,5.571759,432
"Berge, Nicole D.",0.614437,5.516204,432
"Besmann, Theodore  M.",0.619115,5.571759,432
"Bischoff, Jeff ",0.617785,5.581019,432
"Blanchette, James  Otto",0.614023,5.548611,432
"Boltin, Nicholas D.",0.615814,5.583333,432
"Booth, Kristen",0.619034,5.569444,432
"Brookshire, Robert G., Ph.D.",0.616116,5.476852,432
"Broughton, Earnie",0.616833,5.555556,432
"Buell, Duncan A.",0.613634,5.585648,432
"Caicedo, Juan",0.615928,5.530093,432
"Carrilho, Leo ",0.618443,5.578704,432
"Carver, Wayne",0.616588,5.537037,432
"Chandrashekhar, MVS",0.617628,5.569444,432
"Chao, Yuh J. ",0.616071,5.581019,432
"Chaudhry, Hanif",0.618861,5.576389,432
"Chen, Fanglin (Frank)",0.617947,5.550926,432
"Chen, Yinchao",0.619227,5.571759,432
"Chen, Yuche",0.618643,5.571759,432
"Cheng, Xu",0.617463,5.56713,432
"Cole, Casey",0.618625,5.581019,432
"Coman, Paul",0.618837,5.56713,432
"Crichigno, Jorge",0.618701,5.569444,432
"Cui, Taixing",0.61869,5.576389,432
"De Backer, Wout",0.61893,5.56713,432
"Deng, Xiaomin ",0.617727,5.560185,432
"Devereux, Emily",0.614855,5.555556,432
"Dillon, Anthony L",0.61841,5.571759,432
"Dougal, Roger A.",0.613876,5.560185,432
"Downey, Austin",0.619016,5.553241,432
"Dryer, Frederick  L. ",0.61259,5.511574,432
"Eastman, Caroline M. ",0.616235,5.571759,432
"Eberth, John F.",0.618829,5.578704,432
"Ebner, Armin D.",0.615636,5.560185,432
"Eslambolchi Moghadam, Sara",0.619132,5.587963,432
"Fan, Daping",0.615664,5.530093,432
"Farkas, Csilla ",0.618977,5.560185,432
"Farouk, Tanvir   I.",0.616633,5.571759,432
"Fenner, Stephen A. ",0.618211,5.55787,432
"Fiedler, Kirk",0.618971,5.569444,432
"Flora, Joseph",0.618542,5.571759,432
"Gadala-Maria, Francis",0.61894,5.56713,432
"Gassman, Sarah",0.617339,5.574074,432
"Gatzke, Edward P.",0.615198,5.550926,432
"Gerdes, Jr., John H.",0.615843,5.502315,432
"Gholizadeh, Sona",0.618525,5.555556,432
"Gibbons, Joseph H.",0.619215,5.576389,432
"Ginn, Herbert L.",0.619078,5.569444,432
"Giurgiutiu (Jurjutzu), Victor",0.616381,5.541667,432
"Glenn Jr., Odell",0.616534,5.525463,432
"Goharian, Erfan",0.618547,5.560185,432
"Gower, R. Michael",0.618873,5.574074,432
"Gray, Joshua",0.613818,5.530093,432
"Gross, Andrew J.",0.616167,5.560185,432
"Gumina, Sharon",0.615017,5.564815,432
"Gürdal, Zafer ",0.619149,5.574074,432
"Haj-Hariri, Hossein ",0.61907,5.571759,432
"Harik, Ramy",0.614309,5.537037,432
"Henrich, Silke",0.619278,5.587963,432
"Heyden, Andreas",0.618684,5.590278,432
"Hikmet, Neset",0.618526,5.548611,432
"Hoque, Shamia",0.619122,5.553241,432
"Hu, Jianjun",0.61813,5.587963,432
"Hu, Ming",0.615553,5.569444,432
"Huang, Chin-Tser",0.619007,5.5625,432
"Huang, Kevin ",0.619342,5.569444,432
"Huang, Xinyu ",0.618892,5.569444,432
"Huhns, Michael N.",0.61847,5.5625,432
"Humphries, Wilfred Kenneth",0.614657,5.5625,432
"Huray, Paul G.",0.619227,5.571759,432
"Huynh, Nathan",0.61885,5.581019,432
"Imran, Jasim",0.619295,5.55787,432
"Jabbari, Esmaiel",0.618838,5.574074,432
"Jabbarzadeh, Ehsan",0.613748,5.509259,432
"Jalilvand, Golareh",0.61454,5.537037,432
"Jamshidi, Pooyan ",0.618473,5.574074,432
"Kanapala, Neema ",0.619149,5.574074,432
"Karakalos, Stavros G.",0.616253,5.532407,432
"Karakchi, Rasha",0.619205,5.5625,432
"Khan, Asif",0.619227,5.571759,432
"Khan, Jamil   A.",0.617179,5.550926,432
"Kidane, Addis ",0.618666,5.576389,432
"Knight, Travis W.",0.617641,5.564815,432
"Koppel, Tarmo",0.617767,5.548611,432
"Lauterbach, Jochen",0.618185,5.548611,432
"Lee, Dongkyu",0.618683,5.564815,432
"Lessner , Susan M.",0.614054,5.578704,432
"Lewis, Jeremy ",0.619149,5.571759,432
"Li, Chen ",0.61797,5.527778,432
"Liu, Chang",0.613018,5.486111,432
"Loiselle, Val",0.618715,5.548611,432
"Luo, Lannan ",0.618316,5.5625,432
"Lyons, Jed ",0.614748,5.534722,432
"Mandal, Krishna",0.619227,5.571759,432
"Matolak, David",0.619227,5.571759,432
"Matta, Fabio",0.616416,5.539352,432
"Matthews, Catherine",0.619207,5.574074,432
"Matthews, Manton M",0.618991,5.564815,432
"Matthews, Michael A.",0.614045,5.525463,432
"McAnally, A. Steve",0.617093,5.564815,432
"McCants, Dale ",0.617737,5.564815,432
"McNeill, Stephen ",0.617588,5.560185,432
"Meekins, Benjamin H.",0.618657,5.555556,432
"Mobli, Mostafa",0.615939,5.546296,432
"Monnier, John R.",0.614576,5.527778,432
"Morehouse, Jeff ",0.616566,5.525463,432
"Moss, Melissa Ann",0.614926,5.543981,432
"Mullen, Robert L",0.619497,5.564815,432
"Mustain, William E",0.61886,5.55787,432
"Nelakuditi, Srihari",0.619205,5.574074,432
"Nezhad, Cyrus Riahi",0.615818,5.539352,432
"O'Kane, Jason",0.619214,5.574074,432
"O'Reilly, James",0.619149,5.576389,432
"Ortiz-Hernandez, Ivelisse",0.616126,5.571759,432
"Pain, Christopher C.",0.612891,5.553241,432
"Patel, Chandrashekhar",0.618872,5.541667,432
"Paul, Titan C.",0.617681,5.550926,432
"Peters, Wally ",0.619112,5.5625,432
"Plante, Portia",0.618983,5.587963,432
"Popov, Branko N.",0.618738,5.585648,432
"Potts, Jay",0.617015,5.548611,432
"Qian, Yu",0.615813,5.525463,432
"Ranson, Bill ",0.617571,5.581019,432
"Regalbuto, John R.",0.618883,5.56713,432
"Regan, Elizabeth A.",0.61493,5.537037,432
"Reifsnider, Kenneth ",0.617252,5.560185,432
"Rekleitis, Ioannis",0.61868,5.56713,432
"Reynolds, Tony ",0.619155,5.569444,432
"Rhodes, Curtis ",0.617743,5.55787,432
"Ritter, James A.",0.617341,5.56713,432
"Rizos, Dimitris",0.614664,5.550926,432
"Roberts, Elwyn",0.618631,5.56713,432
"Roberts, Kenneth L",0.617681,5.569444,432
"Rocheleau, David ",0.614166,5.537037,432
"Rose, John R. ",0.6148,5.56713,432
"Sabalowsky, Andrew",0.618722,5.527778,432
"Sadati, Monirosadat (Sanaz)",0.613433,5.541667,432
"Sahin, Alphan ",0.618959,5.571759,432
"Santi, Enrico",0.61601,5.55787,432
"Sasanakul, Inthuorn",0.619007,5.569444,432
"Schooley, Benjamin",0.618506,5.546296,432
"Shazly, Tarek ",0.612784,5.511574,432
"Shepherd, Jeremiah",0.619104,5.590278,432
"Sheth, Amit",0.618744,5.56713,432
"Shimpalee, Sirivatch",0.617762,5.543981,432
"Simin, Grigory",0.619227,5.571759,432
"Smoak, Wilson",0.618589,5.55787,432
"Sockalingam, Subramani ",0.618353,5.569444,432
"Spinale, Frank G.",0.615949,5.513889,432
"Srivastava, Biplav",0.618717,5.564815,432
"Stanford, Thomas G.",0.618909,5.543981,432
"Stiffler, Nick",0.619214,5.574074,432
"Sudarshan, Tangali S.",0.619218,5.571759,432
"Summers, Bill ",0.613952,5.532407,432
"Sur, Sanjib ",0.619205,5.578704,432
"Sutton, Michael",0.617487,5.581019,432
"Taheri-Qazvini, Nader ",0.616768,5.581019,432
"Tan, Wenbin",0.619223,5.56713,432
"Tang, Chuanbing",0.619105,5.564815,432
"Tang, Jijun",0.618813,5.55787,432
"Thatcher, Matt E. ",0.618231,5.553241,432
"Tong, Yan",0.618405,5.555556,432
"Tooren, Michel  van",0.617625,5.560185,432
"Uline, Mark J.",0.618157,5.576389,432
"Valafar, Homayoun",0.617879,5.583333,432
"Valtorta, Marco",0.618969,5.56713,432
"Van Brunt, Vincent",0.61917,5.574074,432
"Vargas, Juan",0.618361,5.569444,432
"Vidal, Jose M. ",0.618932,5.564815,432
"Viparelli, Enrica",0.618833,5.550926,432
"Vitzilaios, Nikolaos (Nikos)",0.617832,5.55787,432
"Vogt, Thomas",0.61884,5.55787,432
"Wang, Guiren",0.618926,5.569444,432
"Wang, Guoan",0.619227,5.571759,432
"Wang, Song",0.618235,5.576389,432
"Wang, Xiaofeng",0.619227,5.571759,432
"Wang, Yi",0.613261,5.523148,432
"Wei, Xiaojun",0.61895,5.583333,432
"Wells, James R.",0.615485,5.5625,432
"White, Ralph E.",0.619207,5.574074,432
"Williams, Christopher",0.613585,5.532407,432
"Won, Sang Hee",0.618107,5.56713,432
"Wu, Dezhi",0.617897,5.523148,432
"Xu, Songhua",0.616844,5.548611,432
"Xue, Xingjian (Chris) ",0.618869,5.548611,432
"Yoon, Yeomin",0.618351,5.564815,432
"Yu, Lingyu ",0.618685,5.541667,432
"Yuan, Lang",0.618656,5.578704,432
"Zand, Ramtin",0.617804,5.555556,432
"Zhang, Bin",0.619227,5.571759,432
"Zhang, Qi",0.615982,5.553241,432
"Zhou, Caizhi",0.618896,5.576389,432
"Ziehl, Paul",0.616962,5.546296,432
