researcher_name,avg_goodness_per_row,volume,row_count
"Agostinelli, Forest",0.590907,6.814815,432
"Ahmad, Iftikhar",0.594025,6.819444,432
"Alexeev, Oleg S.",0.595617,6.87037,432
"Ali, Mohammod",0.592426,6.80787,432
"Ammal, Salai C.",0.58409,6.865741,432
"Bakos, Jason D. ",0.584885,6.891204,432
"Banerjee, Sourav ",0.590686,6.875,432
"Bayat, Mahmoud",0.590794,6.837963,432
"Bayoumi, Abdel-Moez E. ",0.592222,6.828704,432
"Benigni, Andrea",0.581692,6.840278,432
"Berge, Nicole D.",0.594604,6.819444,432
"Besmann, Theodore  M.",0.585601,6.856481,432
"Bischoff, Jeff ",0.593794,6.849537,432
"Blanchette, James  Otto",0.595757,6.833333,432
"Boltin, Nicholas D.",0.591874,6.793981,432
"Booth, Kristen",0.588148,6.835648,432
"Brookshire, Robert G., Ph.D.",0.593068,6.847222,432
"Broughton, Earnie",0.59393,6.824074,432
"Buell, Duncan A.",0.595035,6.831019,432
"Caicedo, Juan",0.59397,6.810185,432
"Carrilho, Leo ",0.594188,6.831019,432
"Carver, Wayne",0.595089,6.803241,432
"Chandrashekhar, MVS",0.587251,6.87963,432
"Chao, Yuh J. ",0.595166,6.784722,432
"Chaudhry, Hanif",0.585451,6.847222,432
"Chen, Fanglin (Frank)",0.59404,6.810185,432
"Chen, Yinchao",0.581862,6.865741,432
"Chen, Yuche",0.587277,6.856481,432
"Cheng, Xu",0.594943,6.861111,432
"Cole, Casey",0.578913,6.826389,432
"Coman, Paul",0.578807,6.844907,432
"Crichigno, Jorge",0.585275,6.821759,432
"Cui, Taixing",0.592674,6.837963,432
"De Backer, Wout",0.586111,6.844907,432
"Deng, Xiaomin ",0.587298,6.824074,432
"Devereux, Emily",0.594628,6.831019,432
"Dillon, Anthony L",0.593348,6.831019,432
"Dougal, Roger A.",0.593395,6.814815,432
"Downey, Austin",0.580903,6.831019,432
"Dryer, Frederick  L. ",0.594551,6.863426,432
"Eastman, Caroline M. ",0.594428,6.833333,432
"Eberth, John F.",0.583969,6.826389,432
"Ebner, Armin D.",0.595253,6.844907,432
"Eslambolchi Moghadam, Sara",0.588937,6.837963,432
"Fan, Daping",0.595361,6.81713,432
"Farkas, Csilla ",0.577409,6.803241,432
"Farouk, Tanvir   I.",0.589684,6.851852,432
"Fenner, Stephen A. ",0.589724,6.81713,432
"Fiedler, Kirk",0.581026,6.828704,432
"Flora, Joseph",0.591935,6.789352,432
"Gadala-Maria, Francis",0.58824,6.835648,432
"Gassman, Sarah",0.582088,6.849537,432
"Gatzke, Edward P.",0.594882,6.835648,432
"Gerdes, Jr., John H.",0.593034,6.837963,432
"Gholizadeh, Sona",0.588225,6.831019,432
"Gibbons, Joseph H.",0.56844,6.847222,432
"Ginn, Herbert L.",0.589223,6.851852,432
"Giurgiutiu (Jurjutzu), Victor",0.594283,6.856481,432
"Glenn Jr., Odell",0.594068,6.872685,432
"Goharian, Erfan",0.591003,6.849537,432
"Gower, R. Michael",0.584097,6.840278,432
"Gray, Joshua",0.59539,6.821759,432
"Gross, Andrew J.",0.59299,6.842593,432
"Gumina, Sharon",0.594985,6.861111,432
"Gürdal, Zafer ",0.573394,6.821759,432
"Haj-Hariri, Hossein ",0.583531,6.851852,432
"Harik, Ramy",0.594034,6.865741,432
"Henrich, Silke",0.575815,6.791667,432
"Heyden, Andreas",0.587148,6.847222,432
"Hikmet, Neset",0.584132,6.828704,432
"Hoque, Shamia",0.588072,6.835648,432
"Hu, Jianjun",0.586592,6.858796,432
"Hu, Ming",0.594929,6.842593,432
"Huang, Chin-Tser",0.589099,6.833333,432
"Huang, Kevin ",0.585626,6.837963,432
"Huang, Xinyu ",0.587011,6.821759,432
"Huhns, Michael N.",0.588843,6.80787,432
"Humphries, Wilfred Kenneth",0.592232,6.80787,432
"Huray, Paul G.",0.581965,6.826389,432
"Huynh, Nathan",0.593743,6.819444,432
"Imran, Jasim",0.590701,6.837963,432
"Jabbari, Esmaiel",0.586178,6.863426,432
"Jabbarzadeh, Ehsan",0.594647,6.80787,432
"Jalilvand, Golareh",0.592679,6.803241,432
"Jamshidi, Pooyan ",0.589058,6.828704,432
"Kanapala, Neema ",0.586675,6.840278,432
"Karakalos, Stavros G.",0.595632,6.858796,432
"Karakchi, Rasha",0.589868,6.831019,432
"Khan, Asif",0.582362,6.847222,432
"Khan, Jamil   A.",0.595399,6.833333,432
"Kidane, Addis ",0.588536,6.800926,432
"Knight, Travis W.",0.594971,6.814815,432
"Koppel, Tarmo",0.593845,6.793981,432
"Lauterbach, Jochen",0.589207,6.833333,432
"Lee, Dongkyu",0.586497,6.837963,432
"Lessner , Susan M.",0.593982,6.840278,432
"Lewis, Jeremy ",0.587552,6.863426,432
"Li, Chen ",0.594537,6.796296,432
"Liu, Chang",0.593307,6.840278,432
"Loiselle, Val",0.594496,6.851852,432
"Luo, Lannan ",0.587662,6.888889,432
"Lyons, Jed ",0.592877,6.831019,432
"Mandal, Krishna",0.581823,6.826389,432
"Matolak, David",0.581293,6.849537,432
"Matta, Fabio",0.593963,6.814815,432
"Matthews, Catherine",0.578184,6.854167,432
"Matthews, Manton M",0.58455,6.854167,432
"Matthews, Michael A.",0.593504,6.847222,432
"McAnally, A. Steve",0.593856,6.828704,432
"McCants, Dale ",0.593973,6.81713,432
"McNeill, Stephen ",0.594047,6.798611,432
"Meekins, Benjamin H.",0.59176,6.835648,432
"Mobli, Mostafa",0.594549,6.856481,432
"Monnier, John R.",0.5956,6.828704,432
"Morehouse, Jeff ",0.595572,6.798611,432
"Moss, Melissa Ann",0.594254,6.847222,432
"Mullen, Robert L",0.58174,6.800926,432
"Mustain, William E",0.590223,6.865741,432
"Nelakuditi, Srihari",0.580562,6.835648,432
"Nezhad, Cyrus Riahi",0.595673,6.835648,432
"O'Kane, Jason",0.567502,6.868056,432
"O'Reilly, James",0.589208,6.868056,432
"Ortiz-Hernandez, Ivelisse",0.595515,6.842593,432
"Pain, Christopher C.",0.593401,6.856481,432
"Patel, Chandrashekhar",0.595193,6.837963,432
"Paul, Titan C.",0.595402,6.861111,432
"Peters, Wally ",0.588045,6.842593,432
"Plante, Portia",0.590483,6.840278,432
"Popov, Branko N.",0.594174,6.81713,432
"Potts, Jay",0.595665,6.849537,432
"Qian, Yu",0.594583,6.856481,432
"Ranson, Bill ",0.593656,6.824074,432
"Regalbuto, John R.",0.591302,6.800926,432
"Regan, Elizabeth A.",0.593939,6.835648,432
"Reifsnider, Kenneth ",0.593968,6.837963,432
"Rekleitis, Ioannis",0.591251,6.840278,432
"Reynolds, Tony ",0.593735,6.854167,432
"Rhodes, Curtis ",0.591447,6.849537,432
"Ritter, James A.",0.592144,6.847222,432
"Rizos, Dimitris",0.594029,6.831019,432
"Roberts, Elwyn",0.591404,6.872685,432
"Roberts, Kenneth L",0.588324,6.805556,432
"Rocheleau, David ",0.593635,6.854167,432
"Rose, John R. ",0.592965,6.861111,432
"Sabalowsky, Andrew",0.592924,6.835648,432
"Sadati, Monirosadat (Sanaz)",0.593527,6.844907,432
"Sahin, Alphan ",0.582747,6.844907,432
"Santi, Enrico",0.594621,6.833333,432
"Sasanakul, Inthuorn",0.580097,6.865741,432
"Schooley, Benjamin",0.588647,6.828704,432
"Shazly, Tarek ",0.593929,6.789352,432
"Shepherd, Jeremiah",0.582324,6.856481,432
