researcher_name,avg_goodness_per_row,volume,row_count
"Sheth, Amit",0.59213,6.881944,432
"Shimpalee, Sirivatch",0.595337,6.824074,432
"Simin, Grigory",0.583044,6.8125,432
"Smoak, Wilson",0.593767,6.865741,432
"Sockalingam, Subramani ",0.589897,6.840278,432
"Spinale, Frank G.",0.595629,6.837963,432
"Srivastava, Biplav",0.592536,6.821759,432
"Stanford, Thomas G.",0.590335,6.824074,432
"Stiffler, Nick",0.568899,6.856481,432
"Sudarshan, Tangali S.",0.584334,6.849537,432
"Summers, Bill ",0.593806,6.819444,432
"Sur, Sanjib ",0.587781,6.789352,432
"Sutton, Michael",0.593265,6.831019,432
"Taheri-Qazvini, Nader ",0.591127,6.821759,432
"Tan, Wenbin",0.56933,6.863426,432
"Tang, Chuanbing",0.585885,6.868056,432
"Tang, Jijun",0.586278,6.835648,432
"Thatcher, Matt E. ",0.592391,6.849537,432
"Tong, Yan",0.591601,6.868056,432
"Tooren, Michel  van",0.592075,6.831019,432
"Uline, Mark J.",0.584396,6.854167,432
"Valafar, Homayoun",0.589933,6.821759,432
"Valtorta, Marco",0.575354,6.842593,432
"Van Brunt, Vincent",0.589062,6.858796,432
"Vargas, Juan",0.591164,6.814815,432
"Vidal, Jose M. ",0.585546,6.80787,432
"Viparelli, Enrica",0.587991,6.854167,432
"Vitzilaios, Nikolaos (Nikos)",0.593247,6.789352,432
"Vogt, Thomas",0.584238,6.844907,432
"Wang, Guiren",0.586661,6.833333,432
"Wang, Guoan",0.580382,6.800926,432
"Wang, Song",0.583503,6.854167,432
"Wang, Xiaofeng",0.580462,6.824074,432
"Wang, Yi",0.593153,6.828704,432
"Wei, Xiaojun",0.586795,6.791667,432
"Wells, James R.",0.594369,6.837963,432
"White, Ralph E.",0.58021,6.872685,432
"Williams, Christopher",0.591867,6.851852,432
"Won, Sang Hee",0.587344,6.837963,432
"Wu, Dezhi",0.591923,6.831019,432
"Xu, Songhua",0.59303,6.858796,432
"Xue, Xingjian (Chris) ",0.592264,6.803241,432
"Yoon, Yeomin",0.587311,6.8125,432
"Yu, Lingyu ",0.584044,6.81713,432
"Yuan, Lang",0.586167,6.835648,432
"Zand, Ramtin",0.593616,6.784722,432
"Zhang, Bin",0.581336,6.840278,432
"Zhang, Qi",0.593778,6.798611,432
"Zhou, Caizhi",0.585466,6.909722,432
"Ziehl, Paul",0.592265,6.821759,432
