researcher_name,avg_goodness_per_row,volume,row_count
"Agostinelli, Forest",0.362604,10.0,434
"Ahmad, Iftikhar",0.358381,10.0,434
"Alexeev, Oleg S.",0.410112,10.0,434
"Ali, Mohammod",0.432164,10.0,434
"Ammal, Salai C.",0.310505,10.0,434
"Bakos, Jason D. ",0.328525,10.0,434
"Banerjee, Sourav ",0.338523,10.0,434
"Bayat, Mahmoud",0.34223,10.0,434
"Bayoumi, Abdel-Moez E. ",0.473843,10.0,434
"Benigni, Andrea",0.300683,10.0,434
"Berge, Nicole D.",0.462174,10.0,434
"Besmann, Theodore  M.",0.30678,10.0,434
"Bischoff, Jeff ",0.363059,10.0,434
"Blanchette, James  Otto",0.456202,10.0,434
"Boltin, Nicholas D.",0.4538,10.0,434
"Booth, Kristen",0.309411,10.0,434
"Brookshire, Robert G., Ph.D.",0.439868,10.0,434
"Broughton, Earnie",0.404133,10.0,434
"Buell, Duncan A.",0.475971,10.0,434
"Caicedo, Juan",0.419852,10.0,434
"Carrilho, Leo ",0.335219,10.0,434
"Carver, Wayne",0.407633,10.0,434
"Chandrashekhar, MVS",0.3381,10.0,434
"Chao, Yuh J. ",0.397604,10.0,434
"Chaudhry, Hanif",0.323078,10.0,434
"Chen, Fanglin (Frank)",0.360087,10.0,434
"Chen, Yinchao",0.302479,10.0,434
"Chen, Yuche",0.346436,10.0,434
"Cheng, Xu",0.373442,10.0,434
"Cole, Casey",0.316063,10.0,434
"Coman, Paul",0.315523,10.0,434
"Crichigno, Jorge",0.338782,10.0,434
"Cui, Taixing",0.324947,10.0,434
"De Backer, Wout",0.319803,10.0,434
"Deng, Xiaomin ",0.348922,10.0,434
"Devereux, Emily",0.429843,10.0,434
"Dillon, Anthony L",0.375048,10.0,434
"Dougal, Roger A.",0.474478,10.0,434
"Downey, Austin",0.32896,10.0,434
"Dryer, Frederick  L. ",0.488582,10.0,434
"Eastman, Caroline M. ",0.419906,10.0,434
"Eberth, John F.",0.335794,10.0,434
"Ebner, Armin D.",0.416525,10.0,434
"Eslambolchi Moghadam, Sara",0.318198,10.0,434
"Fan, Daping",0.442888,10.0,434
"Farkas, Csilla ",0.324649,10.0,434
"Farouk, Tanvir   I.",0.366669,10.0,434
"Fenner, Stephen A. ",0.35629,10.0,434
"Fiedler, Kirk",0.327058,10.0,434
"Flora, Joseph",0.348259,10.0,434
"Gadala-Maria, Francis",0.324303,10.0,434
"Gassman, Sarah",0.357701,10.0,434
"Gatzke, Edward P.",0.455253,10.0,434
"Gerdes, Jr., John H.",0.438078,10.0,434
"Gholizadeh, Sona",0.334483,10.0,434
"Gibbons, Joseph H.",0.301667,10.0,434
"Ginn, Herbert L.",0.314299,10.0,434
"Giurgiutiu (Jurjutzu), Victor",0.392448,10.0,434
"Glenn Jr., Odell",0.430669,10.0,434
"Goharian, Erfan",0.320507,10.0,434
"Gower, R. Michael",0.334433,10.0,434
"Gray, Joshua",0.480525,10.0,434
"Gross, Andrew J.",0.371423,10.0,434
"Gumina, Sharon",0.436736,10.0,434
"Gürdal, Zafer ",0.304806,10.0,434
"Haj-Hariri, Hossein ",0.310397,10.0,434
"Harik, Ramy",0.4602,10.0,434
"Henrich, Silke",0.306623,10.0,434
"Heyden, Andreas",0.324644,10.0,434
"Hikmet, Neset",0.346715,10.0,434
"Hoque, Shamia",0.314036,10.0,434
"Hu, Jianjun",0.349127,10.0,434
"Hu, Ming",0.393171,10.0,434
"Huang, Chin-Tser",0.318249,10.0,434
"Huang, Kevin ",0.316852,10.0,434
"Huang, Xinyu ",0.314151,10.0,434
"Huhns, Michael N.",0.338524,10.0,434
"Humphries, Wilfred Kenneth",0.454325,10.0,434
"Huray, Paul G.",0.302155,10.0,434
"Huynh, Nathan",0.318251,10.0,434
